파일,계열,효력일,종료일,자치구,법정동,지번,면적_km2,면적공유
국토교통부공고제2024-1140호(토지거래허가구역 지정 공고),미분류,2024-08-13,2024-12-31,송파구,방이동,,1.54,False
국토교통부공고제2024-1140호(토지거래허가구역 지정 공고),미분류,2024-08-13,2024-12-31,송파구,오금동,,0.14,False
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,양천구,신월동,,0.99,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,양천구,신정동,,0.99,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,은평구,진관동,,15.21,False
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,종로구,인동,,8.33,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,종로구,청운동,,8.33,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,종로구,평창동,,8.33,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,중랑구,망우동,,4.64,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,중랑구,면목동,,4.64,True
시보20240808_p4-7,국제교류복합지구,2024-08-13,2024-12-31,중랑구,신내동,,4.64,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강동구,둔촌동,,0.2,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강동구,천호동,,0.2,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강북구,번동,,0.82,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강북구,수유동,,0.82,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강서구,공항동,,1.38,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,강서구,공항동,,1.38,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강서구,등촌동,,1.38,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,강서구,등촌동,,1.38,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강서구,방화동,,1.38,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,강서구,방화동,,1.38,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,강서구,화곡동,,1.38,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,강서구,화곡동,,1.38,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,관악구,봉천동,,0.64,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,관악구,신림동,,0.64,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,광진구,자양동,,0.38,False
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,구로구,개봉동,,0.69,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,구로구,고척동,,0.69,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,구로구,구로동,,0.69,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,금천구,독산동,,0.62,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,금천구,시흥동,,0.62,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,노원구,상계동,,0.69,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,노원구,월계동,,0.69,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,도봉구,방학동,,0.58,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,도봉구,쌍문동,,0.58,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,도봉구,창동,,0.58,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,동대문구,답십리동,,0.08,False
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,동대문구,답십리동,,0.08,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,동대문구,이문동,,0.08,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,동작구,노량진동,,0.35,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,동작구,사당동,,0.35,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,동작구,상도동,,0.35,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,마포구,대흥동,,0.74,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,마포구,망원동,,0.74,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,마포구,성산동,,0.74,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,마포구,용강동,,0.74,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,마포구,중동,,0.74,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,마포구,합정동,,0.74,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,서대문구,옥천동,,0.1,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,서대문구,천연동,,0.1,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,서대문구,현저동,,0.1,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,서대문구,홍제동,,0.1,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성동구,금호동1가,,0.23,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성동구,마장동,,0.23,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성동구,사근동,,0.23,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성동구,송정동,,0.23,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성동구,행당동,,0.23,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성북구,돈암동,,0.3,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,성북구,돈암동,,0.3,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성북구,석관동,,0.3,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성북구,정릉동,,0.3,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,성북구,정릉동,,0.3,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,성북구,종암동,,0.3,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,송파구,풍납동,,0.07,False
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,양천구,목동,,0.52,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,양천구,목동,,0.52,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,양천구,신월동,,0.52,True
시보20240925_p538-545,주요재건축단지,2024-09-10,2029-09-09,양천구,신월동,,0.52,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,용산구,산천동,,0.07,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,용산구,서계동,,0.07,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,용산구,원효로4가,,0.07,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,은평구,대조동,,0.39,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,은평구,불광동,,0.39,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,종로구,구기동,,0.3,False
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,중구,신당동,,0.3,False
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,중랑구,망우동,,1.66,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,중랑구,면목동,,1.66,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,중랑구,묵동,,1.66,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,중랑구,상봉동,,1.66,True
시보20240905_p3-79,주요재건축단지|모아타운,2024-09-10,2029-09-09,중랑구,중화동,,1.66,True
국토교통부공고제2024-1506호(토지거래허가구역 지정 및 해제 공고),자연녹지,2024-11-10,2029-11-09,송파구,마천동,,0.96,False
국토교통부공고제2024-1506호(토지거래허가구역 지정 및 해제 공고),자연녹지,2024-11-10,2029-11-09,송파구,방이동,,1.54,False
국토교통부공고제2024-1506호(토지거래허가구역 지정 및 해제 공고),자연녹지,2024-11-10,2029-11-09,송파구,오금동,,0.14,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,강동구,천호동,214-19,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,강동구,천호동,461-31,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,강북구,미아동,61-79,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,강서구,방화동,589-13,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,관악구,봉천동,922-1,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,구로구,가리봉동,87-177,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,구로구,고척동,253,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,금천구,시흥동,871,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동대문구,신설동,92-5,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동대문구,용두동,14-1,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동대문구,전농동,152-65,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동대문구,청량리동,19,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동작구,상도동,279,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동작구,상도동,244,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,동작구,흑석동,99-3,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,마포구,공덕동,11-24,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,성동구,마장동,382,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,성북구,성북동,3-38,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,성북구,종암동,125-35,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,성북구,하월곡동,70-1,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,송파구,마천동,45,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,양천구,신월동,913,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,영등포구,당산동6가,104,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,영등포구,양평동2가,33-20,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,영등포구,양평동2가,29-6,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,용산구,청파동1가,89-18,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,은평구,불광동,600,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,은평구,신사동,200,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,은평구,신사동,237,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,종로구,숭인동,56,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,종로구,신문로1가,158,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,종로구,창신동,23,,False
시보20241218_p364-437,주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-01-26,2026-01-28,중랑구,면목동,69-14,,False
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,강남구,율현동,,32.14,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,강남구,일원동,,32.14,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,강남구,자곡동,,32.14,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,강남구,청담동,,32.14,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,서초구,양재동,,25.46,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,서초구,염곡동,,25.46,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,서초구,우면동,,25.46,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,서초구,원지동,,25.46,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,서초구,잠원동,,25.46,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,송파구,잠실동,,32.52,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,송파구,장지동,,32.52,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,송파구,풍납동,,32.52,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,용산구,효창동,,20.53,True
시보20250319_p3-8,국제교류복합지구|주요재건축단지,2025-03-24,2025-09-30,용산구,후암동,,20.53,True
시보20250409_p451-469,주요재건축단지|신속통합기획|모아타운|정비사업후보지,2025-04-27,2026-04-26,강남구,압구정동,,1.149476,False
시보20250409_p451-469,주요재건축단지|신속통합기획|모아타운|정비사업후보지,2025-04-27,2026-04-26,성동구,성수동1가,,0.530399,True
시보20250409_p451-469,주요재건축단지|신속통합기획|모아타운|정비사업후보지,2025-04-27,2026-04-26,성동구,성수동2가,,0.530399,True
시보20250409_p451-469,주요재건축단지|신속통합기획|모아타운|정비사업후보지,2025-04-27,2026-04-26,양천구,목동,,2.28213,True
시보20250409_p451-469,주요재건축단지|신속통합기획|모아타운|정비사업후보지,2025-04-27,2026-04-26,양천구,신정동,,2.28213,True
시보20250409_p451-469,주요재건축단지|신속통합기획|모아타운|정비사업후보지,2025-04-27,2026-04-26,영등포구,여의도동,,0.616034,False
시보20250925_p151-164,국제교류복합지구|주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-10-01,2026-12-31,강남구,청담동,,39.5,False
시보20250925_p151-164,국제교류복합지구|주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-10-01,2026-12-31,용산구,한강로2가,,21.87,True
시보20250925_p151-164,국제교류복합지구|주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-10-01,2026-12-31,용산구,한강로3가,,21.87,True
시보20250925_p151-164,국제교류복합지구|주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-10-01,2026-12-31,용산구,한남동,,21.87,True
시보20250925_p151-164,국제교류복합지구|주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-10-01,2026-12-31,용산구,효창동,,21.87,True
시보20250925_p151-164,국제교류복합지구|주요재건축단지|신속통합기획|공공재개발|정비사업후보지,2025-10-01,2026-12-31,용산구,후암동,,21.87,True
국토교통부공고제2025-1583호(토지거래허가구역 재지정 공고문),용산정비창,2026-01-01,2026-12-31,용산구,용산동3가,,0.72,True
국토교통부공고제2025-1583호(토지거래허가구역 재지정 공고문),용산정비창,2026-01-01,2026-12-31,용산구,원효로4가,,0.72,True
시보20260805_p377-447,신속통합기획|공공재개발|모아타운|정비사업후보지,2026-08-11,2031-08-10,강동구,암사동,495,,False
시보20260805_p377-447,신속통합기획|공공재개발|모아타운|정비사업후보지,2026-08-11,2031-08-10,성북구,석관동,207-1,,False
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강남구,개포동,,3.11,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강남구,세곡동,,3.11,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강남구,수서동,,3.11,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강남구,율현동,,3.11,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강남구,일원동,,3.11,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강남구,자곡동,,3.11,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강동구,암사동,,7.49,False
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강북구,미안동,,11.91,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강북구,수유동,,11.91,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강북구,우이동,,11.91,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강서구,오곡동,,15.59,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강서구,오쇠동,,15.59,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,강서구,외발산동,,15.59,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,관악구,남현동,,7.7,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,관악구,봉천동,,7.7,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,관악구,신림동,,7.7,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,광진구,광장동,,1.89,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,광진구,구의동,,1.89,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,광진구,중곡동,,1.89,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,구로구,개봉동,,3.54,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,구로구,궁동,,3.54,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,구로구,오류동,,3.54,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,구로구,온수동,,3.54,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,구로구,천왕동,,3.54,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,구로구,항동,,3.54,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,금천구,시흥동,,1.64,False
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,노원구,공릉동,,15.92,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,노원구,상계동,,15.92,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,노원구,중계동,,15.92,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,노원구,하계동,,15.92,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,도봉구,도봉동,,9.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,도봉구,방학동,,9.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,도봉구,쌍문동,,9.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,마포구,상암동,,0.09,False
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서대문구,홍은동,,1.67,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서대문구,홍제동,,1.67,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서초구,내곡동,,2.31,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서초구,방배동,,2.31,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서초구,신원동,,2.31,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서초구,염곡동,,2.31,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서초구,우면동,,2.31,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,서초구,원지동,,2.31,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,성북구,성북동,,5.45,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,성북구,정릉동,,5.45,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,송파구,마천동,,0.93,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,송파구,방이동,,0.93,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,송파구,오금동,,0.93,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,양천구,신월동,,0.97,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,양천구,신정동,,0.97,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,은평구,역촌동,,12.66,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,은평구,진관동,,12.66,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,종로구,옥인동,,8.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,종로구,청운동,,8.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,종로구,평창동,,8.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,종로구,홍지동,,8.41,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,중랑구,망우동,,4.62,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,중랑구,면목동,,4.62,True
국토교통부공고제2026-1079호(토지거래허가구역 지정 공고),신규주택공급후보지,2026-08-18,2026-12-31,중랑구,신내동,,4.62,True
