event_id,announce_date,effective_date,scope,action,source,verified
R2025OCT,2025-10-15,2025-10-16,서울 25개구 전체 + 경기 12개지역(과천·광명·성남분당수정중원·수원영통장안팔달·안양동안·용인수지·의왕·하남),조정대상지역+투기과열지구 확대지정,10.15대책,YES
