자치구,법정동,일자,전이,계열,근거공고
성북구,보문동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동6가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동7가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,삼선동1가,2025-10-20,기록 재개,,
성북구,삼선동1가,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260805_p377-447
성북구,삼선동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,삼선동3가,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260211_p499-512|시보20260805_p377-447
성북구,삼선동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,삼선동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,상월곡동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,성북동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,가락동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,문정동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,삼전동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,석촌동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,잠실동,2025-10-20,기록 재개,,
송파구,잠실동,2025-10-20,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|자연녹지|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260513_p313-367
송파구,장지동,2025-10-20,기록 재개,,
송파구,장지동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동6가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동6가,2025-10-20,기록 재개,,
영등포구,양평동6가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양화동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동6가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동7가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동8가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
용산구,갈월동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,남영동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,도원동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,동빙고동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,동자동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,문배동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,보광동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,서빙고동,2025-10-20,기록 재개,,
용산구,서빙고동,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20260805_p377-447
용산구,신계동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,신창동,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20260624_p721-728|시보20260805_p377-447
용산구,용문동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
