자치구,법정동,연월,상태,계열,지정방식,지정일수비율
관악구,신림동,2022-04,지정,정비사업후보지,혼합,1.0
관악구,신림동,2022-05,지정,정비사업후보지,혼합,1.0
관악구,신림동,2022-06,지정,정비사업후보지,혼합,1.0
관악구,신림동,2022-07,지정,정비사업후보지,혼합,1.0
관악구,신림동,2022-08,지정,신속통합기획|정비사업후보지,혼합,1.0
관악구,신림동,2022-09,지정,신속통합기획|정비사업후보지,혼합,1.0
관악구,신림동,2022-10,지정,신속통합기획|정비사업후보지,혼합,1.0
관악구,신림동,2022-11,지정,신속통합기획|정비사업후보지,혼합,1.0
관악구,신림동,2022-12,지정,신속통합기획|정비사업후보지,혼합,1.0
관악구,신림동,2023-01,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-02,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-03,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-04,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-05,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-06,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-07,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-08,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-09,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-10,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-11,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2023-12,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-01,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-02,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-03,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-04,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-05,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-06,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-07,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-08,지정,공공재개발|국제교류복합지구|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-09,지정,공공재개발|국제교류복합지구|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-10,지정,공공재개발|국제교류복합지구|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-11,지정,공공재개발|국제교류복합지구|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2024-12,지정,공공재개발|국제교류복합지구|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-01,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-02,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-03,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-04,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-05,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-06,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-07,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-08,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-09,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-10,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-11,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2025-12,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-01,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-02,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-03,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-04,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-05,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-06,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-07,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
관악구,신림동,2026-08,지정,공공재개발|모아타운|미분류|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,광장동,2024-08,지정,국제교류복합지구,동전체,0.6
광진구,광장동,2024-09,지정,국제교류복합지구,동전체,1.0
광진구,광장동,2024-10,지정,국제교류복합지구,동전체,1.0
광진구,광장동,2024-11,지정,국제교류복합지구,동전체,1.0
광진구,광장동,2024-12,지정,국제교류복합지구,동전체,1.0
광진구,광장동,2025-01,불명,,,1.0
광진구,광장동,2025-02,불명,,,1.0
광진구,광장동,2025-03,불명,,,1.0
광진구,광장동,2025-04,불명,,,1.0
광진구,광장동,2025-05,불명,,,1.0
광진구,광장동,2025-06,불명,,,1.0
광진구,광장동,2025-07,불명,,,1.0
광진구,광장동,2025-08,불명,외국인,,0.8
광진구,광장동,2025-09,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2025-10,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2025-11,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2025-12,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-01,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-02,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-03,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-04,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-05,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-06,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-07,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,광장동,2026-08,지정,공공재개발|모아타운|미분류|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,구의동,2024-08,지정,국제교류복합지구,동전체,0.6
광진구,구의동,2024-09,지정,국제교류복합지구,동전체,1.0
광진구,구의동,2024-10,지정,국제교류복합지구,동전체,1.0
광진구,구의동,2024-11,지정,국제교류복합지구,동전체,1.0
광진구,구의동,2024-12,지정,국제교류복합지구,동전체,1.0
광진구,구의동,2025-01,불명,,,1.0
광진구,구의동,2025-02,불명,,,1.0
광진구,구의동,2025-03,불명,,,1.0
광진구,구의동,2025-04,불명,,,1.0
광진구,구의동,2025-05,불명,,,1.0
광진구,구의동,2025-06,불명,,,1.0
광진구,구의동,2025-07,불명,,,1.0
광진구,구의동,2025-08,불명,외국인,,0.8
광진구,구의동,2025-09,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2025-10,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2025-11,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2025-12,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2026-01,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2026-02,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2026-03,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2026-04,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,구의동,2026-05,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지,혼합,1.0
광진구,구의동,2026-06,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지,혼합,1.0
광진구,구의동,2026-07,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지,혼합,1.0
광진구,구의동,2026-08,지정,공공재개발|국제교류복합지구|모아타운|미분류|신규주택공급후보지|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,혼합,1.0
광진구,군자동,2025-08,지정,외국인,동전체,0.167
광진구,군자동,2025-09,지정,외국인,동전체,1.0
광진구,군자동,2025-10,지정,미분류|외국인,동전체,1.0
광진구,군자동,2025-11,지정,미분류|외국인,동전체,1.0
광진구,군자동,2025-12,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-01,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-02,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-03,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-04,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-05,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-06,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-07,지정,미분류|외국인,동전체,1.0
광진구,군자동,2026-08,지정,미분류|외국인|주요재건축단지,동전체,1.0
광진구,능동,2025-08,지정,외국인,동전체,0.167
광진구,능동,2025-09,지정,외국인,동전체,1.0
광진구,능동,2025-10,지정,미분류|외국인,동전체,1.0
광진구,능동,2025-11,지정,미분류|외국인,동전체,1.0
광진구,능동,2025-12,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-01,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-02,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-03,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-04,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-05,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-06,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-07,지정,미분류|외국인,동전체,1.0
광진구,능동,2026-08,지정,미분류|외국인|주요재건축단지,동전체,1.0
광진구,자양동,2022-01,지정,미분류,혼합,0.067
광진구,자양동,2022-02,지정,미분류,혼합,1.0
광진구,자양동,2022-03,지정,미분류,혼합,1.0
광진구,자양동,2022-04,지정,미분류,혼합,1.0
광진구,자양동,2022-05,지정,미분류,혼합,1.0
광진구,자양동,2022-06,지정,미분류,혼합,1.0
광진구,자양동,2022-07,지정,미분류,혼합,1.0
광진구,자양동,2022-08,지정,미분류,혼합,1.0
광진구,자양동,2022-09,지정,미분류,혼합,1.0
광진구,자양동,2022-10,지정,미분류,혼합,1.0
광진구,자양동,2022-11,지정,미분류,혼합,1.0
광진구,자양동,2022-12,지정,미분류,혼합,1.0
광진구,자양동,2023-01,지정,미분류|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-02,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-03,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-04,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-05,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-06,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-07,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-08,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-09,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-10,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-11,지정,정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2023-12,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-01,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-02,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-03,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-04,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-05,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-06,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-07,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-08,지정,신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-09,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-10,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-11,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2024-12,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-01,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-02,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-03,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-04,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-05,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-06,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-07,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-08,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-09,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-10,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-11,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2025-12,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-01,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-02,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-03,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-04,지정,공공재개발|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-05,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-06,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-07,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,혼합,1.0
광진구,자양동,2026-08,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,혼합,1.0
광진구,중곡동,2024-08,지정,국제교류복합지구,동전체,0.6
광진구,중곡동,2024-09,지정,국제교류복합지구,동전체,1.0
광진구,중곡동,2024-10,지정,국제교류복합지구,동전체,1.0
광진구,중곡동,2024-11,지정,국제교류복합지구,동전체,1.0
광진구,중곡동,2024-12,지정,국제교류복합지구,동전체,1.0
광진구,중곡동,2025-01,불명,,,1.0
광진구,중곡동,2025-02,불명,,,1.0
광진구,중곡동,2025-03,불명,공공재개발|신속통합기획|정비사업후보지,,0.567
광진구,중곡동,2025-04,지정,공공재개발|신속통합기획|정비사업후보지,혼합,1.0
광진구,중곡동,2025-05,지정,공공재개발|신속통합기획|정비사업후보지,혼합,1.0
광진구,중곡동,2025-06,지정,공공재개발|신속통합기획|정비사업후보지,혼합,1.0
광진구,중곡동,2025-07,지정,공공재개발|신속통합기획|정비사업후보지,혼합,1.0
광진구,중곡동,2025-08,지정,공공재개발|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2025-09,지정,공공재개발|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2025-10,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2025-11,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2025-12,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2026-01,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2026-02,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2026-03,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2026-04,지정,공공재개발|미분류|신속통합기획|외국인|정비사업후보지,혼합,1.0
광진구,중곡동,2026-05,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지,혼합,1.0
광진구,중곡동,2026-06,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지,혼합,1.0
광진구,중곡동,2026-07,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|자연녹지|정비사업후보지,혼합,1.0
광진구,중곡동,2026-08,지정,공공재개발|국제교류복합지구|모아타운|미분류|신규주택공급후보지|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,혼합,1.0
광진구,화양동,2025-08,지정,외국인,동전체,0.167
광진구,화양동,2025-09,지정,외국인,동전체,1.0
광진구,화양동,2025-10,지정,미분류|외국인,동전체,1.0
광진구,화양동,2025-11,지정,미분류|외국인,동전체,1.0
광진구,화양동,2025-12,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-01,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-02,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-03,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-04,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-05,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-06,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-07,지정,미분류|외국인,동전체,1.0
광진구,화양동,2026-08,지정,미분류|외국인|주요재건축단지,동전체,1.0
구로구,가리봉동,2022-01,지정,미분류|정비사업후보지,일부,0.967
구로구,가리봉동,2022-02,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-03,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-04,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-05,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-06,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-07,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-08,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-09,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-10,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-11,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2022-12,지정,미분류|정비사업후보지,일부,1.0
구로구,가리봉동,2023-01,지정,미분류|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-02,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-03,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-04,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-05,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-06,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-07,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-08,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-09,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-10,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-11,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2023-12,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-01,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-02,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-03,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-04,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-05,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-06,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-07,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-08,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-09,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-10,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-11,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2024-12,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,가리봉동,2025-01,불명,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,,0.767
구로구,가리봉동,2025-02,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-03,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-04,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-05,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-06,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-07,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-08,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-09,지정,공공재개발|모아타운|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-10,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-11,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2025-12,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-01,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-02,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-03,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-04,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-05,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-06,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-07,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,가리봉동,2026-08,지정,공공재개발|국제교류복합지구|모아타운|미분류|신속통합기획|외국인|정비사업후보지|주요재건축단지,혼합,1.0
구로구,개봉동,2022-08,지정,신속통합기획,일부,0.0
구로구,개봉동,2022-09,지정,신속통합기획,일부,1.0
구로구,개봉동,2022-10,지정,신속통합기획,일부,1.0
구로구,개봉동,2022-11,지정,신속통합기획,일부,1.0
구로구,개봉동,2022-12,지정,신속통합기획,일부,1.0
구로구,개봉동,2023-01,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-02,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-03,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-04,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-05,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-06,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-07,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-08,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-09,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-10,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-11,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2023-12,지정,정비사업후보지|주요재건축단지,일부,1.0
구로구,개봉동,2024-01,불명,정비사업후보지|주요재건축단지,,0.9
구로구,개봉동,2024-02,불명,,,1.0
구로구,개봉동,2024-03,불명,,,1.0
