자치구,법정동,시작일,종료일,상태,계열,지정방식,면적기준_㎡,구역면적_㎢,공고건수,근거공고
송파구,신천동,2022-01-29,2025-01-25,지정,공공재개발|미분류|신속통합기획|정비사업후보지,일부,18→6,0.343266,3,시보20220124_p7-53|시보20230118_p234-257|시보20240118_p119-141
송파구,오금동,2024-08-13,2029-11-09,지정,미분류|신규주택공급후보지|자연녹지,동전체,60,0.93,3,국토교통부공고제2024-1140호(토지거래허가구역 지정 공고)|국토교통부공고제2024-1506호(토지거래허가구역 지정 및 해제 공고)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
송파구,잠실동,2020-06-23,2025-09-30,지정,국제교류복합지구|주요재건축단지,동전체,18→6,32.52,6,시보2020호3590_p105-107|시보20210609_p356-358|시보20220616_p3-5|시보20230614_p532-534|시보20240613_p3-5|시보20250319_p3-8
송파구,장지동,2025-03-24,2025-09-30,지정,국제교류복합지구|주요재건축단지,동전체,6,32.52,1,시보20250319_p3-8
송파구,풍납동,2024-09-10,2029-09-09,지정,국제교류복합지구|모아타운|주요재건축단지,동전체,6,32.52,2,시보20240905_p3-79|시보20250319_p3-8
양천구,목동,2021-04-27,2029-09-09,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,18→6,2.28213,8,시보20210422_p253-257|시보20220420_p356-360|시보20221230_p179-233|시보20230419_p263-267|시보20240418_p342-346|시보20240905_p3-79|시보2
양천구,신월7동,2021-04-04,2025-04-03,지정,공공재개발|신속통합기획|정비사업후보지,일부,18→6,0.090346,4,시보20210330_p16-33|시보20220323_p91-108|시보20230322_p181-205|시보20240320_p339-342
양천구,신월동,2023-12-26,2029-09-09,지정,공공재개발|국제교류복합지구|모아타운|신규주택공급후보지|신속통합기획|정비사업후보지|주요재건축단지,혼합,6→60→6→60,0.99,6,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|시보20231220_p249-307|시보20240808_p4-7|시보20240905_p3-79|시보20240925_p538-545|시보20241218_p
양천구,신정동,2022-01-29,2025-01-25,지정,공공재개발|국제교류복합지구|미분류|신속통합기획|정비사업후보지,혼합,18→6→60,0.99,4,시보20220124_p7-53|시보20230118_p234-257|시보20240118_p119-141|시보20240808_p4-7
양천구,신정동,2025-01-26,2025-04-26,불명,,,,,0,
양천구,신정동,2025-04-27,2026-04-26,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,동전체,6,2.28213,1,시보20250409_p451-469
양천구,신정동,2026-04-27,2026-08-17,불명,,,,,0,
양천구,신정동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,0.97,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
영등포구,당산동6가,2022-01-02,2024-01-01,지정,정비사업후보지,일부,18,0.031299,2,시보20211228_p17-40|시보20221223_p7-30
영등포구,당산동6가,2024-01-02,2025-01-25,불명,,,,,0,
영등포구,당산동6가,2025-01-26,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,6,,1,시보20241218_p364-437
영등포구,대림동,2022-01-29,2024-01-03,지정,미분류|정비사업후보지|주요재건축단지,일부,18,0.038465,2,시보20220124_p7-53|시보20221230_p179-233
영등포구,신길동,2021-04-04,2025-04-03,지정,공공재개발|미분류|신속통합기획|정비사업후보지,일부,18→6,0.059379,7,시보20210330_p16-33|시보20220124_p7-53|시보20220323_p91-108|시보20230118_p234-257|시보20230322_p181-205|시보20240118_p119-141|시보2024
영등포구,양평동2가,2024-01-26,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,6,0.022441,4,시보20240118_p119-141|시보20241218_p364-437
영등포구,양평동6가,2023-01-04,2024-01-03,지정,정비사업후보지|주요재건축단지,일부,,,1,시보20221230_p179-233
영등포구,여의도동,2021-04-27,2026-04-26,지정,모아타운|신속통합기획|정비사업후보지|주요재건축단지,동전체,18→6,0.616034,5,시보20210422_p253-257|시보20220420_p356-360|시보20230419_p263-267|시보20240418_p342-346|시보20250409_p451-469
용산구,산천동,2024-09-10,2029-09-09,지정,모아타운|주요재건축단지,동전체,6,0.07,1,시보20240905_p3-79
용산구,서계동,2022-01-29,2024-01-03,지정,미분류|정비사업후보지|주요재건축단지,일부,18,0.099934,2,시보20220124_p7-53|시보20221230_p179-233
용산구,서계동,2024-01-04,2024-09-09,불명,,,,,0,
용산구,서계동,2024-09-10,2029-09-09,지정,모아타운|주요재건축단지,동전체,6,0.07,1,시보20240905_p3-79
용산구,용산동3가,2020-05-20,2021-05-19,지정,용산정비창|자연녹지,동전체,18,0.01,1,국토교통부공고제2020-657호(토지거래허가구역 지정)
용산구,용산동3가,2021-05-20,2022-05-19,불명,,,,,0,
용산구,용산동3가,2022-05-20,2024-05-19,지정,용산정비창,동전체,6,0.01,2,국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토지거래허가구역 재지정 공고)
용산구,용산동3가,2024-05-20,2025-12-31,불명,,,,,0,
용산구,용산동3가,2026-01-01,2026-12-31,지정,용산정비창,동전체,6,0.72,1,국토교통부공고제2025-1583호(토지거래허가구역 재지정 공고문)
용산구,원효로3가,2022-01-29,2024-01-03,지정,미분류|정비사업후보지|주요재건축단지,일부,18,0.038138,2,시보20220124_p7-53|시보20221230_p179-233
용산구,원효로4가,2024-09-10,2029-09-09,지정,모아타운|용산정비창|주요재건축단지,동전체,6,0.72,2,국토교통부공고제2025-1583호(토지거래허가구역 재지정 공고문)|시보20240905_p3-79
용산구,이촌동,2020-05-20,2025-12-31,지정,미분류|용산정비창|자연녹지,동전체,18→6,0.72,5,국토교통부공고제2020-657호(토지거래허가구역 지정)|국토교통부공고제2021-658호(토지거래허가구역 재지정 공고)|국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토
용산구,이태원동,2022-01-29,2024-01-03,지정,미분류|정비사업후보지|주요재건축단지,일부,18,0.058529,3,시보20220124_p7-53|시보20221230_p179-233
용산구,청파동1가,2023-01-02,2024-01-01,지정,정비사업후보지,일부,,0.083788,1,시보20221223_p7-30
용산구,청파동1가,2024-01-02,2025-01-25,불명,,,,,0,
용산구,청파동1가,2025-01-26,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,6,,1,시보20241218_p364-437
용산구,한강로1가,2020-05-20,2021-05-19,지정,용산정비창|자연녹지,동전체,18,0.05,1,국토교통부공고제2020-657호(토지거래허가구역 지정)
용산구,한강로1가,2021-05-20,2022-05-19,불명,,,,,0,
용산구,한강로1가,2022-05-20,2025-12-31,지정,용산정비창,동전체,6,0.72,3,국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토지거래허가구역 재지정 공고)|국토교통부공고제2024-703호(토지거래허가구역 조정 공고)
용산구,한강로2가,2020-05-20,2021-05-19,지정,용산정비창|자연녹지,동전체,18,0.04,1,국토교통부공고제2020-657호(토지거래허가구역 지정)
용산구,한강로2가,2021-05-20,2022-05-19,불명,,,,,0,
용산구,한강로2가,2022-05-20,2024-05-19,지정,용산정비창,동전체,6,0.04,2,국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토지거래허가구역 재지정 공고)
용산구,한강로2가,2024-05-20,2025-09-30,불명,,,,,0,
용산구,한강로2가,2025-10-01,2026-12-31,지정,공공재개발|국제교류복합지구|신속통합기획|정비사업후보지|주요재건축단지,동전체,6,21.87,1,시보20250925_p151-164
용산구,한강로3가,2020-05-20,2021-05-19,지정,용산정비창|자연녹지,동전체,18,0.61,1,국토교통부공고제2020-657호(토지거래허가구역 지정)
용산구,한강로3가,2021-05-20,2022-05-19,불명,,,,,0,
용산구,한강로3가,2022-05-20,2026-12-31,지정,공공재개발|국제교류복합지구|신속통합기획|용산정비창|정비사업후보지|주요재건축단지,동전체,6,21.87,4,국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토지거래허가구역 재지정 공고)|국토교통부공고제2024-703호(토지거래허가구역 조정 공고)|시보20250925_p151-
용산구,한남동,2025-10-01,2026-12-31,지정,공공재개발|국제교류복합지구|신속통합기획|정비사업후보지|주요재건축단지,동전체,6,21.87,1,시보20250925_p151-164
용산구,효창동,2025-03-24,2026-12-31,지정,공공재개발|국제교류복합지구|신속통합기획|정비사업후보지|주요재건축단지,동전체,6,21.87,2,시보20250319_p3-8|시보20250925_p151-164
용산구,후암동,2025-03-24,2026-12-31,지정,공공재개발|국제교류복합지구|신속통합기획|정비사업후보지|주요재건축단지,동전체,6,21.87,2,시보20250319_p3-8|시보20250925_p151-164
은평구,대조동,2024-09-10,2029-09-09,지정,모아타운|주요재건축단지,동전체,6,0.39,1,시보20240905_p3-79
은평구,불광동,2023-01-02,2024-01-03,지정,정비사업후보지|주요재건축단지,일부,,0.013004,2,시보20221223_p7-30|시보20221230_p179-233
은평구,불광동,2024-01-04,2024-09-09,불명,,,,,0,
은평구,불광동,2024-09-10,2029-09-09,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,6,0.39,2,시보20240905_p3-79|시보20241218_p364-437
은평구,신사동,2023-01-04,2024-12-25,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,6,,4,시보20221230_p179-233|시보20231220_p249-307
은평구,신사동,2024-12-26,2025-01-25,불명,,,,,0,
은평구,신사동,2025-01-26,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,6,,2,시보20241218_p364-437
은평구,역촌동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,12.66,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
은평구,응암동,2023-01-04,2024-01-03,지정,정비사업후보지|주요재건축단지,일부,,,1,시보20221230_p179-233
은평구,진관동,2024-08-13,2024-12-31,지정,국제교류복합지구,동전체,60,15.21,1,시보20240808_p4-7
은평구,진관동,2025-01-01,2026-08-17,불명,,,,,0,
은평구,진관동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,12.66,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
종로구,구기동,2024-09-10,2029-09-09,지정,모아타운|주요재건축단지,동전체,6,0.3,1,시보20240905_p3-79
종로구,숭인동,2021-04-04,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,18→6,0.043093,8,시보20210330_p16-33|시보20211228_p17-40|시보20220323_p91-108|시보20221223_p7-30|시보20230322_p181-205|시보20231220_p249-307|시보202403
종로구,신문로1가,2024-01-26,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,6,0.001248,2,시보20240118_p119-141|시보20241218_p364-437
종로구,연건동,2022-01-29,2023-01-28,지정,미분류,일부,18,0.014241,1,시보20220124_p7-53
종로구,옥인동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,8.41,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
종로구,인동,2024-08-13,2024-12-31,지정,국제교류복합지구,동전체,60,8.33,1,시보20240808_p4-7
종로구,창신동,2022-01-02,2024-12-25,지정,신속통합기획|정비사업후보지|주요재건축단지,일부,18→6,0.041261,6,시보20211228_p17-40|시보20221223_p7-30|시보20221230_p179-233|시보20231220_p249-307
종로구,창신동,2024-12-26,2025-01-25,불명,,,,,0,
종로구,창신동,2025-01-26,2026-01-28,지정,공공재개발|신속통합기획|정비사업후보지|주요재건축단지,일부,6,,1,시보20241218_p364-437
종로구,청운동,2024-08-13,2024-12-31,지정,국제교류복합지구,동전체,60,8.33,1,시보20240808_p4-7
종로구,청운동,2025-01-01,2026-08-17,불명,,,,,0,
종로구,청운동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,8.41,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
종로구,체부동,2022-01-29,2024-01-25,지정,공공재개발|미분류|신속통합기획,일부,18,0.043987,2,시보20220124_p7-53|시보20230118_p234-257
종로구,평창동,2024-08-13,2024-12-31,지정,국제교류복합지구,동전체,60,8.33,1,시보20240808_p4-7
종로구,평창동,2025-01-01,2026-08-17,불명,,,,,0,
종로구,평창동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,8.41,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
종로구,행촌동,2023-01-04,2024-01-03,지정,정비사업후보지|주요재건축단지,일부,,,1,시보20221230_p179-233
종로구,홍지동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,8.41,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
중구,신당동,2023-01-26,2029-09-09,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,6,0.3,3,시보20230118_p234-257|시보20240118_p119-141|시보20240905_p3-79
중구,장충동2가,2022-01-29,2025-01-25,지정,공공재개발|미분류|신속통합기획|정비사업후보지,일부,18→6,0.040648,3,시보20220124_p7-53|시보20230118_p234-257|시보20240118_p119-141
중랑구,망우동,2022-01-29,2024-01-03,지정,미분류|정비사업후보지|주요재건축단지,일부,18,0.044802,2,시보20220124_p7-53|시보20221230_p179-233
중랑구,망우동,2024-01-04,2024-08-12,불명,,,,,0,
중랑구,망우동,2024-08-13,2029-09-09,지정,국제교류복합지구|모아타운|신규주택공급후보지|주요재건축단지,동전체,60→6→60,4.64,3,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|시보20240808_p4-7|시보20240905_p3-79
중랑구,면목동,2022-01-29,2029-09-09,지정,공공재개발|국제교류복합지구|모아타운|미분류|신규주택공급후보지|신속통합기획|정비사업후보지|주요재건축단지,혼합,18→6→60→6→60,4.64,9,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|시보20220124_p7-53|시보20221223_p7-30|시보20230118_p234-257|시보20240118_p119-141|시보20240808_
중랑구,묵동,2024-09-10,2029-09-09,지정,모아타운|주요재건축단지,동전체,6,1.66,1,시보20240905_p3-79
중랑구,상봉동,2024-09-10,2029-09-09,지정,모아타운|주요재건축단지,동전체,6,1.66,1,시보20240905_p3-79
중랑구,신내동,2024-08-13,2024-12-31,지정,국제교류복합지구,동전체,60,4.64,1,시보20240808_p4-7
중랑구,신내동,2025-01-01,2026-08-17,불명,,,,,0,
중랑구,신내동,2026-08-18,2026-12-31,지정,신규주택공급후보지,동전체,60,4.62,1,국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
중랑구,중화동,2021-04-04,2029-09-09,지정,공공재개발|모아타운|신속통합기획|정비사업후보지|주요재건축단지,혼합,18→6,1.66,6,시보20210330_p16-33|시보20220323_p91-108|시보20230322_p181-205|시보20240320_p339-342|시보20240329_p302-302|시보20240905_p3-79
